Нагатинская | Нагатинская | x=1177.1298 | y=1085.0166 | align=right | imp=1 | w=96.0000 | h=18.0000 | rect=1081.1298,1076.0166,1177.1298,1094.0166 | zone=395.2488 | anchor=1102.6517,1128.0166 | ids=9/nagatinskaya
Спортивная | Спортивная | x=687.0581 | y=1046.1260 | align=left | imp=1 | w=87.4400 | h=18.0000 | rect=687.0581,1037.1260,774.4981,1055.1260 | zone=396.4203 | anchor=675.9110,1036.0890 | ids=1/sportivnaya
Лужники | Лужники | x=584.7132 | y=1050.6127 | align=left | imp=1 | w=66.3200 | h=18.0000 | rect=584.7132,1041.6127,651.0332,1059.6127 | zone=416.2414 | anchor=644.5707,1031.2158 | ids=95/luzhniki
Верхние Котлы | Верхние Котлы | x=1103.6845 | y=1166.7672 | align=left | imp=1 | w=115.7600 | h=18.0000 | rect=1103.6845,1157.7672,1219.4445,1175.7672 | zone=416.5972 | anchor=1142.5645,1133.8583 | ids=95/verkhnie-kotly
Автозаводская | Автозаводская | x=1323.4545 | y=1009.7465 | align=right | imp=1 | w=113.1200 | h=18.0000 | rect=1210.3345,1000.7465,1323.4545,1018.7465 | zone=420.6521 | anchor=1253.8790,1060.2960 | ids=2/avtozavodskaya
ЗИЛ | ЗИЛ | x=1238.7952 | y=1106.9094 | align=left | imp=1 | w=31.2000 | h=18.0000 | rect=1238.7952,1097.9094,1269.9952,1115.9094 | zone=434.9264 | anchor=1227.8327,1102.0285 | ids=95/zil
Беговая | Беговая | x=575.1159 | y=536.7627 | align=right | imp=1 | w=61.7600 | h=18.0000 | rect=513.3559,527.7627,575.1159,545.7627 | zone=437.6132 | anchor=586.0784,531.8818 | ids=7/begovaya
Алексеевская | Алексеевская | x=1085.0167 | y=315.2561 | align=left | imp=1 | w=104.5600 | h=18.0000 | rect=1085.0167,306.2561,1189.5767,324.2561 | zone=440.8182 | anchor=1082.8216,336.1411 | ids=6/alekseevskaya
Бутырская | Бутырская | x=970.7953 | y=292.3106 | align=left | imp=1 | w=83.4400 | h=18.0000 | rect=970.7953,283.3106,1054.2353,301.3106 | zone=447.2915 | anchor=967.7515,312.2407 | ids=10/butyrskaya
Дмитровская | Дмитровская | x=838.4682 | y=305.8401 | align=right | imp=1 | w=100.5600 | h=18.0000 | rect=737.9082,296.8401,838.4682,314.8401 | zone=451.8154 | anchor=845.7895,322.2839 | ids=9/dmitrovskaya
Автозаводская | Автозаводская | x=1287.2126 | y=1088.5790 | align=left | imp=1 | w=113.1200 | h=18.0000 | rect=1287.2126,1079.5790,1400.3326,1097.5790 | zone=452.2933 | anchor=1292.6141,1065.8018 | ids=95/avtozavodskaya
Нагорная | Нагорная | x=1112.8247 | y=1201.6966 | align=left | imp=1 | w=70.3200 | h=18.0000 | rect=1112.8247,1192.6966,1183.1447,1210.6966 | zone=458.8001 | anchor=1099.2531,1196.5747 | ids=9/nagornaya
ЗИЛ | ЗИЛ | x=1257.9105 | y=1148.4460 | align=right | imp=1 | w=31.2000 | h=18.0000 | rect=1226.7105,1139.4460,1257.9105,1157.4460 | zone=461.5631 | anchor=1236.3593,1129.0412 | ids=137/zil
ЦСКА | ЦСКА | x=607.8965 | y=413.6848 | align=left | imp=1 | w=41.6000 | h=18.0000 | rect=607.8965,404.6848,649.4965,422.6848 | zone=464.4258 | anchor=629.4477,433.0896 | ids=97/tsska
Воробьёвы горы | Воробьёвы горы | x=599.6775 | y=1127.6327 | align=left | imp=1 | w=127.0400 | h=18.0000 | rect=599.6775,1118.6327,726.7175,1136.6327 | zone=467.2074 | anchor=625.7261,1086.0166 | ids=1/vorobevy-gory
Профсоюзная | Профсоюзная | x=881.1163 | y=1244.8601 | align=left | imp=1 | w=105.1200 | h=18.0000 | rect=881.1163,1235.8601,986.2363,1253.8601 | zone=471.5113 | anchor=878.9212,1223.9751 | ids=6/profsoyuznaya
Дубровка | Дубровка | x=1409.8541 | y=1043.3316 | align=right | imp=1 | w=70.3200 | h=18.0000 | rect=1339.5341,1034.3316,1409.8541,1052.3316 | zone=478.3950 | anchor=1372.3828,1001.7155 | ids=95/dubrovka
Лефортово | Лефортово | x=1382.1622 | y=491.7256 | align=left | imp=1 | w=83.4400 | h=18.0000 | rect=1382.1622,482.7256,1465.6022,500.7256 | zone=485.2402 | anchor=1371.0150,501.7626 | ids=97/lefortovo
Фили | Фили | x=443.4902 | y=843.5461 | align=left | imp=1 | w=38.8000 | h=18.0000 | rect=443.4902,834.5461,482.2902,852.5461 | zone=488.4757 | anchor=475.3902,821.8954 | ids=4/fili
Тимирязевская | Тимирязевская | x=753.3178 | y=249.5777 | align=left | imp=1 | w=117.6800 | h=18.0000 | rect=753.3178,240.5777,870.9978,258.5777 | zone=489.9050 | anchor=848.5719,282.3651 | ids=9/timiryazevskaya
Волгоградский проспект | Волгоградский⏎проспект | x=1474.7862 | y=834.7087 | align=right | imp=1 | w=113.1200 | h=37.9200 | rect=1361.6662,815.7487,1474.7862,853.6687 | zone=491.7933 | anchor=1433.6412,891.3399 | ids=7/volgogradskiy-prospekt
Дубровка | Дубровка | x=1400.1455 | y=989.2025 | align=left | imp=1 | w=70.3200 | h=18.0000 | rect=1400.1455,980.2025,1470.4655,998.2025 | zone=496.1790 | anchor=1391.1455,1004.7910 | ids=10/dubrovka
Вавиловская | Вавиловская | x=733.7334 | y=1203.7751 | align=left | imp=1 | w=96.0000 | h=18.0000 | rect=733.7334,1194.7751,829.7334,1212.7751 | zone=497.0367 | anchor=801.1303,1230.4726 | ids=137/vavilovskaya
Фонвизинская | Фонвизинская | x=934.1689 | y=235.6591 | align=left | imp=1 | w=107.2800 | h=18.0000 | rect=934.1689,226.6591,1041.4489,244.6591 | zone=498.5756 | anchor=953.0212,260.9339 | ids=10/fonvizinskaya
Угрешская | Угрешская | x=1512.1783 | y=950.3270 | align=right | imp=1 | w=83.4400 | h=18.0000 | rect=1428.7383,941.3270,1512.1783,959.3270 | zone=506.7011 | anchor=1440.9217,918.6016 | ids=95/ugreshskaya
Технопарк | Технопарк | x=1386.0143 | y=1155.6588 | align=right | imp=1 | w=78.8800 | h=18.0000 | rect=1307.1343,1146.6588,1386.0143,1164.6588 | zone=510.0099 | anchor=1301.8936,1137.7784 | ids=2/tekhnopark
Аэропорт | Аэропорт | x=650.1304 | y=346.3950 | align=left | imp=1 | w=70.3200 | h=18.0000 | rect=650.1304,337.3950,720.4504,355.3950 | zone=515.1653 | anchor=638.9832,356.4320 | ids=2/aeroport
Новые Черёмушки | Новые⏎Черёмушки | x=868.8935 | y=1273.1929 | align=right | imp=1 | w=88.0000 | h=37.9200 | rect=780.8935,1254.2329,868.8935,1292.1529 | zone=516.1892 | anchor=880.3062,1269.4847 | ids=6/novye-cheremushki
Нахимовский проспект | Нахимовский⏎проспект | x=1124.1432 | y=1310.7853 | align=left | imp=0 | w=100.5600 | h=37.9200 | rect=1124.1432,1291.8253,1224.7032,1329.7453 | zone=528.6982 | anchor=1101.6771,1268.7853 | ids=9/nakhimovskiy-prospekt
Преображенская площадь | Преображенская⏎площадь | x=1148.8853 | y=279.4982 | align=left | imp=0 | w=126.2400 | h=37.9200 | rect=1148.8853,260.5382,1275.1253,298.4582 | zone=528.7912 | anchor=1266.9980,329.0138 | ids=1/preobrazhenskaya-ploshchad
ВДНХ | ВДНХ | x=1094.8216 | y=245.0207 | align=left | imp=0 | w=41.6000 | h=18.0000 | rect=1094.8216,236.0207,1136.4216,254.0207 | zone=528.9329 | anchor=1082.8216,245.0207 | ids=6/vdnkh
Багратионовская | Багратионовская | x=463.4718 | y=749.0587 | align=right | imp=0 | w=130.2400 | h=18.0000 | rect=333.2318,740.0587,463.4718,758.0587 | zone=530.3024 | anchor=431.4718,804.4844 | ids=4/bagrationovskaya
Шелепиха | Шелепиха | x=456.5868 | y=513.6722 | align=right | imp=0 | w=73.0400 | h=18.0000 | rect=383.5468,504.6722,456.5868,522.6722 | zone=532.2651 | anchor=478.1380,533.0770 | ids=95/shelepikha
Кожуховская | Кожуховская | x=1431.0880 | y=1016.9512 | align=left | imp=0 | w=100.5600 | h=18.0000 | rect=1431.0880,1007.9512,1531.6480,1025.9512 | zone=538.9797 | anchor=1422.9533,1035.2222 | ids=10/kozhukhovskaya
Хорошёво | Хорошёво | x=433.1041 | y=437.9682 | align=left | imp=0 | w=74.8800 | h=18.0000 | rect=433.1041,428.9682,507.9841,446.9682 | zone=543.1393 | anchor=497.1899,474.9682 | ids=95/khoroshevo
Коломенская | Коломенская | x=1307.1609 | y=1240.7345 | align=left | imp=0 | w=100.5600 | h=18.0000 | rect=1307.1609,1231.7345,1407.7209,1249.7345 | zone=546.3312 | anchor=1284.6948,1198.7345 | ids=2/kolomenskaya
Минская | Минская | x=386.1679 | y=948.7837 | align=left | imp=0 | w=64.4800 | h=18.0000 | rect=386.1679,939.7837,450.6479,957.7837 | zone=548.3360 | anchor=453.0489,968.7837 | ids=133/minskaya
Новохохловская | Новохохловская | x=1512.4729 | y=723.4992 | align=right | imp=0 | w=121.6800 | h=18.0000 | rect=1390.7929,714.4992,1512.4729,732.4992 | zone=548.4454 | anchor=1508.2917,763.2800 | ids=95/novokhokhlovskaya
Зюзино | Зюзино | x=982.5094 | y=1328.9511 | align=right | imp=0 | w=57.7600 | h=18.0000 | rect=924.7494,1319.9511,982.5094,1337.9511 | zone=549.9552 | anchor=982.5094,1308.9511 | ids=97/zyuzino
Университет | Университет | x=491.7352 | y=1105.2614 | align=left | imp=0 | w=96.0000 | h=18.0000 | rect=491.7352,1096.2614,587.7352,1114.2614 | zone=553.8158 | anchor=564.4813,1147.2614 | ids=1/universitet
Сокол | Сокол | x=632.7939 | y=314.9027 | align=left | imp=0 | w=44.6400 | h=18.0000 | rect=632.7939,305.9027,677.4339,323.9027 | zone=554.5997 | anchor=621.8313,319.7835 | ids=2/sokol
Зорге | Зорге | x=515.3397 | y=401.6567 | align=right | imp=0 | w=44.6400 | h=18.0000 | rect=470.6997,392.6567,515.3397,410.6567 | zone=554.6539 | anchor=528.2840,411.0613 | ids=95/zorge
Семёновская | Семёновская | x=1362.9850 | y=438.5534 | align=left | imp=0 | w=100.5600 | h=18.0000 | rect=1362.9850,429.5534,1463.5450,447.5534 | zone=556.8851 | anchor=1385.6390,400.5296 | ids=3/semenovskaya
Варшавская | Варшавская | x=1163.6768 | y=1351.5434 | align=left | imp=0 | w=92.0000 | h=18.0000 | rect=1163.6768,1342.5434,1255.6768,1360.5434 | zone=559.3715 | anchor=1167.6768,1278.7972 | ids=97/varshavskaya
Панфиловская | Панфиловская | x=475.2925 | y=315.5847 | align=left | imp=0 | w=109.1200 | h=18.0000 | rect=475.2925,306.5847,584.4125,324.5847 | zone=563.6084 | anchor=562.1807,360.0807 | ids=95/panfilovskaya
Стрешнево | Стрешнево | x=587.2568 | y=288.7451 | align=right | imp=0 | w=83.4400 | h=18.0000 | rect=503.8168,279.7451,587.2568,297.7451 | zone=571.6637 | anchor=601.7568,313.8599 | ids=95/streshnevo
Филёвский парк | Филёвский парк | x=343.2254 | y=706.8724 | align=left | imp=0 | w=120.6400 | h=18.0000 | rect=343.2254,697.8724,463.8654,715.8724 | zone=574.5404 | anchor=386.0809,789.0368 | ids=4/filevskiy-park
Балтийская | Балтийская | x=590.4546 | y=234.6050 | align=left | imp=0 | w=87.4400 | h=18.0000 | rect=590.4546,225.6050,677.8946,243.6050 | zone=578.9312 | anchor=646.5352,272.6473 | ids=95/baltiyskaya
Ломоносовский проспект | Ломоносовский⏎проспект | x=431.5795 | y=1036.5873 | align=left | imp=0 | w=117.6800 | h=37.9200 | rect=431.5795,1017.6273,549.2595,1055.5473 | zone=579.2842 | anchor=434.9939,1004.5873 | ids=133/lomonosovskiy-prospekt
Кленовый бульвар | Кленовый бульвар | x=1293.5616 | y=1279.5240 | align=left | imp=0 | w=139.6000 | h=18.0000 | rect=1293.5616,1270.5240,1433.1616,1288.5240 | zone=585.0106 | anchor=1326.3616,1215.4381 | ids=97/klenovyy-bulvar
Коптево | Коптево | x=660.7048 | y=207.3995 | align=left | imp=0 | w=61.7600 | h=18.0000 | rect=660.7048,198.3995,722.4648,216.3995 | zone=585.6885 | anchor=697.6143,235.7657 | ids=95/koptevo
Октябрьское Поле | Октябрьское Поле | x=507.3761 | y=373.7782 | align=right | imp=0 | w=136.8800 | h=18.0000 | rect=370.4961,364.7782,507.3761,382.7782 | zone=587.3159 | anchor=519.1138,371.2832 | ids=7/oktyabrskoe-pole
Андроновка | Андроновка | x=1550.4202 | y=556.7448 | align=left | imp=0 | w=87.4400 | h=18.0000 | rect=1550.4202,547.7448,1637.8602,565.7448 | zone=588.3583 | anchor=1510.6393,552.5636 | ids=95/andronovka
Лихоборы | Лихоборы | x=705.0421 | y=178.2038 | align=left | imp=0 | w=74.8800 | h=18.0000 | rect=705.0421,169.2038,779.9221,187.2038 | zone=591.6052 | anchor=751.4436,205.7844 | ids=95/likhobory
Народное Ополчение | Народное Ополчение | x=267.3619 | y=541.8679 | align=left | imp=0 | w=154.0000 | h=18.0000 | rect=267.3619,532.8679,421.3619,550.8679 | zone=591.7537 | anchor=396.1390,579.4862 | ids=97/narodnoe-opolchenie
Войковская | Войковская | x=493.0767 | y=259.1991 | align=left | imp=0 | w=87.4400 | h=18.0000 | rect=493.0767,250.1991,580.5167,268.1991 | zone=593.5433 | anchor=607.1749,282.0663 | ids=2/voykovskaya
Шоссе Энтузиастов | Шоссе Энтузиастов | x=1473.1891 | y=423.1375 | align=left | imp=0 | w=148.1600 | h=18.0000 | rect=1473.1891,414.1375,1621.3491,432.1375 | zone=597.6603 | anchor=1491.0622,485.5617 | ids=95/shosse-entuziastov
Ботанический сад | Ботанический сад | x=1082.2449 | y=130.7304 | align=left | imp=0 | w=135.0400 | h=18.0000 | rect=1082.2449,121.7304,1217.2849,139.7304 | zone=598.3151 | anchor=1077.0187,172.7304 | ids=6/botanicheskiy-sad
Нагатинский Затон | Нагатинский Затон | x=1367.4595 | y=1207.2070 | align=left | imp=0 | w=145.4400 | h=18.0000 | rect=1367.4595,1198.2070,1512.8995,1216.2070 | zone=601.8741 | anchor=1403.3773,1166.3341 | ids=97/nagatinskiy-zaton
Чертановская | Чертановская | x=1088.8608 | y=1354.5083 | align=right | imp=0 | w=104.5600 | h=18.0000 | rect=984.3008,1345.5083,1088.8608,1363.5083 | zone=605.3143 | anchor=1099.2531,1348.5083 | ids=9/chertanovskaya
Соколиная Гора | Соколиная Гора | x=1463.1209 | y=359.5992 | align=left | imp=0 | w=119.7600 | h=18.0000 | rect=1463.1209,350.5992,1582.8809,368.5992 | zone=607.0862 | anchor=1450.2548,401.5992 | ids=95/sokolinaya-gora
Измайлово | Измайлово | x=1373.4928 | y=295.2851 | align=left | imp=0 | w=83.4400 | h=18.0000 | rect=1373.4928,286.2851,1456.9328,304.2851 | zone=612.9166 | anchor=1398.9434,331.8269 | ids=95/izmaylovo
Ботанический сад | Ботанический сад | x=1089.9106 | y=104.2782 | align=left | imp=0 | w=135.0400 | h=18.0000 | rect=1089.9106,95.2782,1224.9506,113.2782 | zone=614.0346 | anchor=1095.0064,160.4852 | ids=95/botanicheskiy-sad
Пионерская | Пионерская | x=393.1410 | y=728.4352 | align=right | imp=0 | w=87.4400 | h=18.0000 | rect=305.7010,719.4352,393.1410,737.4352 | zone=614.3932 | anchor=345.5797,771.2595 | ids=4/pionerskaya
Ростокино | Ростокино | x=1120.0598 | y=155.8167 | align=left | imp=0 | w=78.8800 | h=18.0000 | rect=1120.0598,146.8167,1198.9398,164.8167 | zone=615.9270 | anchor=1155.3416,175.3797 | ids=95/rostokino
Белокаменная | Белокаменная | x=1203.7458 | y=175.0167 | align=left | imp=0 | w=109.1200 | h=18.0000 | rect=1203.7458,166.0167,1312.8658,184.0167 | zone=617.0631 | anchor=1213.5075,196.9417 | ids=95/belokamennaya
Бульвар Рокоссовского | Бульвар Рокоссовского | x=1249.4840 | y=202.1914 | align=left | imp=0 | w=179.6800 | h=18.0000 | rect=1249.4840,193.1914,1429.1640,211.1914 | zone=617.3507 | anchor=1268.9458,225.0586 | ids=95/bulvar-rokossovskogo
Беляево | Беляево | x=890.9212 | y=1372.5173 | align=left | imp=0 | w=61.7600 | h=18.0000 | rect=890.9212,1363.5173,952.6812,1381.5173 | zone=618.3746 | anchor=878.9212,1372.5173 | ids=6/belyaevo
Славянский бульвар | Славянский⏎бульвар | x=298.2841 | y=888.9178 | align=left | imp=0 | w=87.4400 | h=37.9200 | rect=298.2841,869.9578,385.7241,907.8778 | zone=621.9844 | anchor=341.7802,829.0505 | ids=3/slavyanskiy-bulvar
Мнёвники | Мнёвники | x=279.7000 | y=611.4303 | align=left | imp=0 | w=73.0400 | h=18.0000 | rect=279.7000,602.4303,352.7400,620.4303 | zone=622.4947 | anchor=350.0782,634.2976 | ids=97/mnevniki
Шоссе Энтузиастов | Шоссе⏎Энтузиастов | x=1508.6132 | y=517.4248 | align=left | imp=0 | w=96.0000 | h=37.9200 | rect=1508.6132,498.4648,1604.6132,536.3848 | zone=624.8546 | anchor=1521.6854,485.9757 | ids=8/shosse-entuziastov
Партизанская | Партизанская | x=1440.3401 | y=338.0344 | align=left | imp=0 | w=104.5600 | h=18.0000 | rect=1440.3401,329.0344,1544.9001,347.0344 | zone=634.1818 | anchor=1429.3776,333.1535 | ids=3/partizanskaya
Раменки | Раменки | x=463.2743 | y=1082.6402 | align=right | imp=0 | w=66.3200 | h=18.0000 | rect=396.9543,1073.6402,463.2743,1091.6402 | zone=634.6697 | anchor=402.4066,1062.8631 | ids=133/ramenki
Верхние Лихоборы | Верхние Лихоборы | x=790.7948 | y=80.7240 | align=left | imp=0 | w=141.4400 | h=18.0000 | rect=790.7948,71.7240,932.2348,89.7240 | zone=634.9177 | anchor=818.0187,140.5913 | ids=10/verkhnie-likhobory
Бульвар Рокоссовского | Бульвар Рокоссовского | x=1253.0729 | y=151.0952 | align=left | imp=0 | w=179.6800 | h=18.0000 | rect=1253.0729,142.0952,1432.7529,160.0952 | zone=634.9862 | anchor=1300.9129,223.8413 | ids=1/bulvar-rokossovskogo
Стахановская | Стахановская | x=1588.8911 | y=687.2805 | align=left | imp=0 | w=104.5600 | h=18.0000 | rect=1588.8911,678.2805,1693.4511,696.2805 | zone=641.4150 | anchor=1600.2981,724.0826 | ids=98/stakhanovskaya
Южная | Южная | x=1161.8546 | y=1374.7497 | align=right | imp=0 | w=51.9200 | h=18.0000 | rect=1109.9346,1365.7497,1161.8546,1383.7497 | zone=643.8636 | anchor=1099.2531,1388.0560 | ids=9/yuzhnaya
Университет Дружбы Народов | Университет⏎Дружбы Народов | x=687.7338 | y=1349.1606 | align=right | imp=0 | w=128.8800 | h=37.9200 | rect=558.8538,1330.2006,687.7338,1368.1206 | zone=645.6968 | anchor=699.6680,1350.4149 | ids=137/universitet-druzhby-narodov
Щукинская | Щукинская | x=457.5731 | y=343.1041 | align=right | imp=0 | w=81.6000 | h=18.0000 | rect=375.9731,334.1041,457.5731,352.1041 | zone=648.3414 | anchor=467.9654,337.1041 | ids=7/shchukinskaya
Терехово | Терехово | x=254.9600 | y=663.5580 | align=left | imp=0 | w=70.3200 | h=18.0000 | rect=254.9600,654.5580,325.2800,672.5580 | zone=649.3449 | anchor=313.6314,695.9187 | ids=97/terekhovo
Водный стадион | Водный стадион | x=444.0295 | y=211.4567 | align=left | imp=0 | w=122.4800 | h=18.0000 | rect=444.0295,202.4567,566.5095,220.4567 | zone=650.6838 | anchor=575.6477,234.3239 | ids=2/vodnyy-stadion
Кантемировская | Кантемировская | x=1220.7969 | y=1379.5695 | align=left | imp=0 | w=126.2400 | h=18.0000 | rect=1220.7969,1370.5695,1347.0369,1388.5695 | zone=662.3540 | anchor=1300.9129,1327.2614 | ids=2/kantemirovskaya
Свиблово | Свиблово | x=999.9704 | y=82.9412 | align=left | imp=0 | w=70.3200 | h=18.0000 | rect=999.9704,73.9412,1070.2904,91.9412 | zone=667.9476 | anchor=1078.0671,102.0579 | ids=6/sviblovo
Коньково | Коньково | x=808.7632 | y=1448.5075 | align=left | imp=0 | w=70.3200 | h=18.0000 | rect=808.7632,1439.5075,879.0832,1457.5075 | zone=671.0501 | anchor=879.1414,1425.6403 | ids=6/konkovo
Отрадное | Отрадное | x=1022.8563 | y=111.0095 | align=right | imp=0 | w=70.3200 | h=18.0000 | rect=952.5363,102.0095,1022.8563,120.0095 | zone=671.3609 | anchor=952.4781,88.1422 | ids=9/otradnoe
Селигерская | Селигерская | x=776.2227 | y=111.9348 | align=right | imp=0 | w=96.0000 | h=18.0000 | rect=680.2227,102.9348,776.2227,120.9348 | zone=674.8728 | anchor=787.1853,107.0540 | ids=10/seligerskaya
Юго-Западная | Юго-Западная | x=522.8675 | y=1289.0325 | align=left | imp=0 | w=105.3600 | h=18.0000 | rect=522.8675,1280.0325,628.2275,1298.0325 | zone=682.8322 | anchor=512.9461,1275.7261 | ids=1/yugo-zapadnaya
Пражская | Пражская | x=1087.2531 | y=1428.1037 | align=right | imp=0 | w=74.8800 | h=18.0000 | rect=1012.3731,1419.1037,1087.2531,1437.1037 | zone=683.0165 | anchor=1099.2531,1428.1037 | ids=9/prazhskaya
Аминьевская | Аминьевская | x=315.8000 | y=1024.8001 | align=right | imp=0 | w=100.5600 | h=18.0000 | rect=215.2400,1015.8001,315.8000,1033.8001 | zone=684.5799 | anchor=326.7625,1019.9193 | ids=97/aminevskaya
Окская | Окская | x=1598.2329 | y=791.9593 | align=left | imp=0 | w=53.2000 | h=18.0000 | rect=1598.2329,782.9593,1651.4329,800.9593 | zone=686.6493 | anchor=1646.3841,772.5545 | ids=98/okskaya
Давыдково | Давыдково | x=186.3032 | y=857.4880 | align=left | imp=0 | w=83.4400 | h=18.0000 | rect=186.3032,848.4880,269.7432,866.4880 | zone=689.1942 | anchor=280.3313,874.4839 | ids=97/davydkovo
Перово | Перово | x=1565.4823 | y=478.0709 | align=left | imp=0 | w=53.2000 | h=18.0000 | rect=1565.4823,469.0709,1618.6823,487.0709 | zone=696.4471 | anchor=1587.9240,458.5080 | ids=8/perovo
Кузьминки | Кузьминки | x=1670.2500 | y=873.7062 | align=right | imp=0 | w=83.4400 | h=18.0000 | rect=1586.8100,864.7062,1670.2500,882.7062 | zone=699.5375 | anchor=1642.6240,911.7300 | ids=7/kuzminki
Генерала Тюленева | Генерала Тюленева | x=706.8324 | y=1392.7014 | align=left | imp=0 | w=150.0000 | h=18.0000 | rect=706.8324,1383.7014,856.8324,1401.7014 | zone=700.7957 | anchor=699.6680,1410.1660 | ids=137/generala-tyuleneva
Речной вокзал | Речной вокзал | x=579.4824 | y=151.6059 | align=left | imp=0 | w=109.3600 | h=18.0000 | rect=579.4824,142.6059,688.8424,160.6059 | zone=703.7541 | anchor=573.2948,171.3830 | ids=2/rechnoy-vokzal
Молодёжная | Молодёжная | x=242.6550 | y=690.6734 | align=right | imp=0 | w=94.7200 | h=18.0000 | rect=147.9350,681.6734,242.6550,699.6734 | zone=708.7399 | anchor=254.5893,689.4191 | ids=3/molodezhnaya
Бибирево | Бибирево | x=1021.3231 | y=24.9563 | align=right | imp=0 | w=70.3200 | h=18.0000 | rect=951.0031,15.9563,1021.3231,33.9563 | zone=711.6948 | anchor=950.9449,47.8235 | ids=9/bibirevo
Волжская | Волжская | x=1632.4642 | y=1114.2130 | align=right | imp=0 | w=74.8800 | h=18.0000 | rect=1557.5842,1105.2130,1632.4642,1123.2130 | zone=717.2817 | anchor=1571.5966,1133.9901 | ids=10/volzhskaya
Измайловская | Измайловская | x=1500.5413 | y=277.1107 | align=left | imp=0 | w=109.1200 | h=18.0000 | rect=1500.5413,268.1107,1609.6613,286.1107 | zone=718.5959 | anchor=1489.1286,273.4025 | ids=3/izmaylovskaya
Бабушкинская | Бабушкинская | x=1088.1653 | y=47.7301 | align=left | imp=0 | w=109.1200 | h=18.0000 | rect=1088.1653,38.7301,1197.2853,56.7301 | zone=721.1727 | anchor=1076.1653,47.7301 | ids=6/babushkinskaya
Яхромская | Яхромская | x=772.3326 | y=56.6045 | align=right | imp=0 | w=83.4400 | h=18.0000 | rect=688.8926,47.6045,772.3326,65.6045 | zone=724.4441 | anchor=784.3326,56.6045 | ids=10/yakhromskaya
Тёплый Стан | Тёплый Стан | x=891.4696 | y=1481.0532 | align=left | imp=0 | w=98.6400 | h=18.0000 | rect=891.4696,1472.0532,990.1096,1490.0532 | zone=726.0549 | anchor=879.4696,1481.0532 | ids=6/teplyy-stan
Улица Академика Янгеля | Улица Академика⏎Янгеля | x=1111.1874 | y=1472.3971 | align=left | imp=0 | w=132.8800 | h=37.9200 | rect=1111.1874,1453.4371,1244.0674,1491.3571 | zone=727.6650 | anchor=1099.2531,1473.6515 | ids=9/ulitsa-akademika-yangelya
Крылатское | Крылатское | x=239.5353 | y=581.1203 | align=right | imp=0 | w=92.0000 | h=18.0000 | rect=147.5353,572.1203,239.5353,590.1203 | zone=730.4309 | anchor=251.5353,581.1203 | ids=3/krylatskoe
Озёрная | Озёрная | x=352.9503 | y=1168.3641 | align=left | imp=0 | w=61.7600 | h=18.0000 | rect=352.9503,1159.3641,414.7103,1177.3641 | zone=738.2401 | anchor=341.9878,1163.4833 | ids=133/ozernaya
Юго-Восточная | Юго-Восточная | x=1688.3957 | y=810.9661 | align=left | imp=0 | w=113.9200 | h=18.0000 | rect=1688.3957,801.9661,1802.3157,819.9661 | zone=738.9530 | anchor=1695.1107,833.3366 | ids=98/yugo-vostochnaya
Тропарёво | Тропарёво | x=500.9461 | y=1350.4149 | align=right | imp=0 | w=78.8800 | h=18.0000 | rect=422.0661,1341.4149,500.9461,1359.4149 | zone=740.9159 | anchor=512.9461,1350.4149 | ids=1/troparevo
Царицыно | Царицыно | x=1348.4425 | y=1355.8864 | align=left | imp=0 | w=74.8800 | h=18.0000 | rect=1348.4425,1346.8864,1423.3225,1364.8864 | zone=741.0318 | anchor=1363.1321,1381.1533 | ids=2/tsaritsyno
Спартак | Спартак | x=344.9731 | y=292.8675 | align=left | imp=0 | w=61.7600 | h=18.0000 | rect=344.9731,283.8675,406.7331,301.8675 | zone=746.9320 | anchor=395.2181,270.4969 | ids=7/spartak
Рязанский проспект | Рязанский⏎проспект | x=1620.5640 | y=963.3581 | align=left | imp=0 | w=78.8800 | h=37.9200 | rect=1620.5640,944.3981,1699.4440,982.3181 | zone=755.0291 | anchor=1694.9318,931.9089 | ids=7/ryazanskiy-prospekt
Люблино | Люблино | x=1586.9144 | y=1198.5840 | align=left | imp=0 | w=66.3200 | h=18.0000 | rect=1586.9144,1189.5840,1653.2344,1207.5840 | zone=755.7249 | anchor=1574.9144,1198.5840 | ids=10/lyublino
Тютчевская | Тютчевская | x=711.6680 | y=1469.9170 | align=left | imp=0 | w=92.0000 | h=18.0000 | rect=711.6680,1460.9170,803.6680,1478.9170 | zone=756.6011 | anchor=699.6680,1469.9170 | ids=137/tyutchevskaya
Новогиреево | Новогиреево | x=1620.4136 | y=456.1489 | align=left | imp=0 | w=96.0000 | h=18.0000 | rect=1620.4136,447.1489,1716.4136,465.1489 | zone=764.8305 | anchor=1651.3679,432.6874 | ids=8/novogireevo
Строгино | Строгино | x=179.6818 | y=495.6888 | align=left | imp=0 | w=70.3200 | h=18.0000 | rect=179.6818,486.6888,250.0018,504.6888 | zone=765.4924 | anchor=250.0600,472.8216 | ids=3/strogino
Ясенево | Ясенево | x=866.9212 | y=1521.9931 | align=right | imp=0 | w=61.7600 | h=18.0000 | rect=805.1612,1512.9931,866.9212,1530.9931 | zone=766.8141 | anchor=878.9212,1521.9931 | ids=6/yasenevo
